symbol,timestamp,price,size
CVX,2019-05-01 09:30:34.111005,118.87,100
AAPL,2019-05-01 09:30:34.223678,213.96,150
AAPL,2019-05-01 09:30:34.586342,213.74,70
BAC,2019-05-01 09:30:34.800331,30.525,90
CVX,2019-05-01 09:30:35.100377,118.82,100
CVX,2019-05-01 09:30:35.369216,118.93,250
AAPL,2019-05-01 09:30:35.434432,213.9697,70
BAC,2019-05-01 09:30:35.563913,30.53,80
CVX,2019-05-01 09:30:35.601705,118.84,110
AAPL,2019-05-01 09:30:35.803036,214.01,60
BAC,2019-05-01 09:30:35.878896,30.58,190
CVX,2019-05-01 09:30:36.099814,118.86200000000001,470
BAC,2019-05-01 09:30:36.201471,30.56,160
BAC,2019-05-01 09:30:36.309574,30.56,180
CVX,2019-05-01 09:30:36.363913,118.905,100
CVX,2019-05-01 09:30:36.432933,118.975,70
AAPL,2019-05-01 09:30:36.587301,214.04,110
BAC,2019-05-01 09:30:36.789669,30.6,70
CVX,2019-05-01 09:30:36.825997,118.97,100
AAPL,2019-05-01 09:30:36.991881,214.1646,70
CVX,2019-05-01 09:30:37.305198,118.98,130
BAC,2019-05-01 09:30:37.777385,30.605,170
AAPL,2019-05-01 09:30:37.839711,214.33,80
CVX,2019-05-01 09:30:38.166980,119.005,310
BAC,2019-05-01 09:30:38.443573,30.605,110
AAPL,2019-05-01 09:30:38.619619,214.1199,100
BAC,2019-05-01 09:30:38.679270,30.61,160
CVX,2019-05-01 09:30:38.808265,118.93,290
AAPL,2019-05-01 09:30:39.018224,214.06,150
CVX,2019-05-01 09:30:39.401784,118.87,120
BAC,2019-05-01 09:30:39.465945,30.625,240
AAPL,2019-05-01 09:30:39.751071,213.87,180
BAC,2019-05-01 09:30:39.775869,30.61,350
CVX,2019-05-01 09:30:39.832396,118.82,370
BAC,2019-05-01 09:30:40.032936,30.62,270
AAPL,2019-05-01 09:30:40.313441,213.69,180
CVX,2019-05-01 09:30:40.813714,118.87,210
BAC,2019-05-01 09:30:40.845961,30.57,300
AAPL,2019-05-01 09:30:41.166292,213.93,170
CVX,2019-05-01 09:30:41.220114,118.89,90
BAC,2019-05-01 09:30:41.375742,30.545,180
CVX,2019-05-01 09:30:41.446600,118.97,140
BAC,2019-05-01 09:30:41.696034,30.575,250
AAPL,2019-05-01 09:30:41.724841,214.0401,120
CVX,2019-05-01 09:30:42.357059,119.0139,110
BAC,2019-05-01 09:30:42.554727,30.535,190
AAPL,2019-05-01 09:30:42.601809,214.38,90
CVX,2019-05-01 09:30:42.948644,118.92,150
AAPL,2019-05-01 09:30:43.006677,214.59,70
BAC,2019-05-01 09:30:43.039536,30.565,270
AAPL,2019-05-01 09:30:43.083713,214.54,60
CVX,2019-05-01 09:30:43.631142,118.97,110
BAC,2019-05-01 09:30:43.953680,30.5,550
AAPL,2019-05-01 09:30:43.967646,214.67,70
CVX,2019-05-01 09:30:44.287334,118.98,140
BAC,2019-05-01 09:30:44.424310,30.455,90
AAPL,2019-05-01 09:30:44.587052,214.42,130
CVX,2019-05-01 09:30:44.603339,118.995,110
CVX,2019-05-01 09:30:44.884649,119.1,80
AAPL,2019-05-01 09:30:45.004475,214.58,90
BAC,2019-05-01 09:30:45.107306,30.39,270
CVX,2019-05-01 09:30:45.156415,119.06,120
AAPL,2019-05-01 09:30:45.194887,214.88,70
AAPL,2019-05-01 09:30:45.235236,214.73,90
CVX,2019-05-01 09:30:45.298428,119.02,90
AAPL,2019-05-01 09:30:45.727630,214.83,60
AAPL,2019-05-01 09:30:45.805872,214.93,70
BAC,2019-05-01 09:30:45.932096,30.41,320
CVX,2019-05-01 09:30:46.205339,119.02,130
BAC,2019-05-01 09:30:46.651162,30.36,100
AAPL,2019-05-01 09:30:46.720534,214.875,130
CVX,2019-05-01 09:30:46.739132,119.105,110
CVX,2019-05-01 09:30:46.799551,119.0833,220
AAPL,2019-05-01 09:30:46.891775,215.062,80
BAC,2019-05-01 09:30:46.971491,30.375,60
AAPL,2019-05-01 09:30:47.204856,214.9,250
CVX,2019-05-01 09:30:47.210793,119.1,100
BAC,2019-05-01 09:30:47.481685,30.315,400
CVX,2019-05-01 09:30:47.682538,119.09,130
AAPL,2019-05-01 09:30:47.809408,214.93,90
CVX,2019-05-01 09:30:47.825139,119.0996,170
BAC,2019-05-01 09:30:48.376433,30.355,60
AAPL,2019-05-01 09:30:48.591087,214.9,80
CVX,2019-05-01 09:30:48.591193,119.1567,90
CVX,2019-05-01 09:30:48.869217,119.14,110
AAPL,2019-05-01 09:30:49.074054,214.975,60
CVX,2019-05-01 09:30:49.247089,119.16,200
BAC,2019-05-01 09:30:49.262302,30.375,260
AAPL,2019-05-01 09:30:49.556221,214.8828,120
CVX,2019-05-01 09:30:50.144191,119.17,270
BAC,2019-05-01 09:30:50.165305,30.4195,100
AAPL,2019-05-01 09:30:50.437802,214.76,90
CVX,2019-05-01 09:30:50.559371,119.195,140
BAC,2019-05-01 09:30:50.571219,30.405,110
BAC,2019-05-01 09:30:50.775386,30.4,120
AAPL,2019-05-01 09:30:50.844605,214.83,70
BAC,2019-05-01 09:30:51.054274,30.375,160
BAC,2019-05-01 09:30:51.397206,30.34,110
CVX,2019-05-01 09:30:51.431678,119.26,160
CVX,2019-05-01 09:30:51.485300,119.17,130
AAPL,2019-05-01 09:30:51.637952,214.62,30
AAPL,2019-05-01 09:30:51.824922,214.6408,50
BAC,2019-05-01 09:30:51.991984,30.31,100
CVX,2019-05-01 09:30:52.068184,119.17,40
AAPL,2019-05-01 09:30:52.314788,214.52,30
BAC,2019-05-01 09:30:52.691391,30.315,100
CVX,2019-05-01 09:30:52.826664,119.18,190
AAPL,2019-05-01 09:30:52.829991,214.63,90
CVX,2019-05-01 09:30:52.897799,119.185,110
BAC,2019-05-01 09:30:53.090399,30.29,500
AAPL,2019-05-01 09:30:53.225059,214.4,70
AAPL,2019-05-01 09:30:53.249870,214.405,100
BAC,2019-05-01 09:30:53.257486,30.33,730
AAPL,2019-05-01 09:30:53.438280,214.56,30
BAC,2019-05-01 09:30:53.571443,30.25,120
CVX,2019-05-01 09:30:53.610519,119.1414,180
BAC,2019-05-01 09:30:53.930782,30.24,70
BAC,2019-05-01 09:30:54.111795,30.2499,260
AAPL,2019-05-01 09:30:54.186227,214.48,90
BAC,2019-05-01 09:30:54.362634,30.225,70
CVX,2019-05-01 09:30:54.461412,119.1,250
CVX,2019-05-01 09:30:54.485448,119.07,90
AAPL,2019-05-01 09:30:54.623937,214.7,50
AAPL,2019-05-01 09:30:54.972763,214.65,50
BAC,2019-05-01 09:30:55.133025,30.23,170
AAPL,2019-05-01 09:30:55.244592,214.55,130
CVX,2019-05-01 09:30:55.328543,119.14,100
AAPL,2019-05-01 09:30:55.337948,214.69,80
BAC,2019-05-01 09:30:55.505137,30.22,240
CVX,2019-05-01 09:30:55.626582,119.2,170
AAPL,2019-05-01 09:30:55.680138,214.7,60
BAC,2019-05-01 09:30:55.882834,30.2268,50
BAC,2019-05-01 09:30:55.915701,30.22,70
CVX,2019-05-01 09:30:56.426860,119.3,160
CVX,2019-05-01 09:30:56.540021,119.15,290
AAPL,2019-05-01 09:30:56.618495,214.74,110
CVX,2019-05-01 09:30:56.687917,119.24,2020
BAC,2019-05-01 09:30:56.788530,30.2242,60
AAPL,2019-05-01 09:30:57.154376,214.76,180
CVX,2019-05-01 09:30:57.399482,119.165,110
BAC,2019-05-01 09:30:57.535363,30.245,210
BAC,2019-05-01 09:30:57.784118,30.2257,120
AAPL,2019-05-01 09:30:57.852804,214.34,40
CVX,2019-05-01 09:30:58.027987,119.1719,80
BAC,2019-05-01 09:30:58.076383,30.195,160
BAC,2019-05-01 09:30:58.461452,30.19,430
AAPL,2019-05-01 09:30:58.537472,214.2301,50
CVX,2019-05-01 09:30:58.655727,119.18,100
CVX,2019-05-01 09:30:58.731269,119.31,130
CVX,2019-05-01 09:30:58.832332,119.1772,410
BAC,2019-05-01 09:30:58.997353,30.245,130
BAC,2019-05-01 09:30:59.000047,30.23,200
AAPL,2019-05-01 09:30:59.143997,214.26,110
AAPL,2019-05-01 09:30:59.359946,214.25,130
AAPL,2019-05-01 09:30:59.592231,214.25,60
CVX,2019-05-01 09:30:59.799854,119.17,210
BAC,2019-05-01 09:30:59.829482,30.205,400
AAPL,2019-05-01 09:30:59.897486,214.29,60
CVX,2019-05-01 09:31:00.647585,119.14,170
BAC,2019-05-01 09:31:00.679630,30.265,570
AAPL,2019-05-01 09:31:00.811540,214.14,50
CVX,2019-05-01 09:31:00.994389,119.15,420
CVX,2019-05-01 09:31:00.997998,119.11,90
AAPL,2019-05-01 09:31:01.067163,214.149,40
AAPL,2019-05-01 09:31:01.414676,214.1036,60
BAC,2019-05-01 09:31:01.472710,30.345,890
AAPL,2019-05-01 09:31:01.760526,213.98,50
CVX,2019-05-01 09:31:01.775818,119.15,140
CVX,2019-05-01 09:31:02.063261,119.15,50
BAC,2019-05-01 09:31:02.192390,30.44,120
AAPL,2019-05-01 09:31:02.348628,213.94299999999998,40
CVX,2019-05-01 09:31:02.366957,119.1068,130
AAPL,2019-05-01 09:31:02.503737,213.8965,30
BAC,2019-05-01 09:31:03.158295,30.405,60
CVX,2019-05-01 09:31:03.239139,119.03,90
AAPL,2019-05-01 09:31:03.389816,213.8601,50
CVX,2019-05-01 09:31:03.447083,118.97,90
CVX,2019-05-01 09:31:03.706294,118.98,90
AAPL,2019-05-01 09:31:03.725273,213.8567,20
BAC,2019-05-01 09:31:03.968827,30.42,210
CVX,2019-05-01 09:31:04.408314,118.955,60
BAC,2019-05-01 09:31:04.512537,30.4123,140
AAPL,2019-05-01 09:31:04.565854,213.87,40
CVX,2019-05-01 09:31:04.700807,118.97,60
BAC,2019-05-01 09:31:04.781449,30.4199,230
BAC,2019-05-01 09:31:04.801546,30.4087,70
CVX,2019-05-01 09:31:04.910519,118.95,80
BAC,2019-05-01 09:31:04.929489,30.38,10
AAPL,2019-05-01 09:31:05.035637,213.8337,90
CVX,2019-05-01 09:31:05.221966,118.915,180
AAPL,2019-05-01 09:31:05.266355,213.87,10
CVX,2019-05-01 09:31:05.341711,118.93,300
BAC,2019-05-01 09:31:05.769862,30.385,40
BAC,2019-05-01 09:31:05.990884,30.385,80
CVX,2019-05-01 09:31:06.018121,118.9627,40
CVX,2019-05-01 09:31:06.098915,119.03,100
AAPL,2019-05-01 09:31:06.108723,213.86,30
AAPL,2019-05-01 09:31:06.256950,213.93,30
BAC,2019-05-01 09:31:06.307991,30.395,60
AAPL,2019-05-01 09:31:06.404548,213.91,30
BAC,2019-05-01 09:31:06.615058,30.384,20
BAC,2019-05-01 09:31:06.623390,30.385,20
CVX,2019-05-01 09:31:06.662498,119.0263,130
BAC,2019-05-01 09:31:06.675244,30.385,20
CVX,2019-05-01 09:31:06.918738,118.975,640
CVX,2019-05-01 09:31:07.289162,118.94,110
AAPL,2019-05-01 09:31:07.298222,213.95,30
AAPL,2019-05-01 09:31:07.461639,213.91,30
CVX,2019-05-01 09:31:07.479857,118.99,80
BAC,2019-05-01 09:31:07.526531,30.4,80
CVX,2019-05-01 09:31:07.828887,119.05,110
AAPL,2019-05-01 09:31:08.262468,213.84,40
BAC,2019-05-01 09:31:08.469923,30.405,20
CVX,2019-05-01 09:31:08.793479,119.02,110
AAPL,2019-05-01 09:31:08.803994,213.97,20
CVX,2019-05-01 09:31:08.858373,118.99,40
BAC,2019-05-01 09:31:08.963352,30.395,20
BAC,2019-05-01 09:31:09.018324,30.385,30
BAC,2019-05-01 09:31:09.021096,30.375,10
CVX,2019-05-01 09:31:09.494383,119.005,150
CVX,2019-05-01 09:31:09.508077,118.9652,60
AAPL,2019-05-01 09:31:09.537651,213.9,50
BAC,2019-05-01 09:31:09.790234,30.3719,40
BAC,2019-05-01 09:31:10.066043,30.3846,20
CVX,2019-05-01 09:31:10.081145,118.94,60
BAC,2019-05-01 09:31:10.446035,30.375,60
AAPL,2019-05-01 09:31:10.463112,213.9,30
BAC,2019-05-01 09:31:10.721948,30.38,30
AAPL,2019-05-01 09:31:10.846325,213.9376,50
AAPL,2019-05-01 09:31:10.894597,213.8043,50
CVX,2019-05-01 09:31:10.907580,118.97,170
CVX,2019-05-01 09:31:11.069061,118.91,210
AAPL,2019-05-01 09:31:11.217765,213.99,50
BAC,2019-05-01 09:31:11.407559,30.365,60
CVX,2019-05-01 09:31:11.637340,118.91,130
CVX,2019-05-01 09:31:11.934998,118.9,60
AAPL,2019-05-01 09:31:12.034486,214.02,60
BAC,2019-05-01 09:31:12.318500,30.36,50
AAPL,2019-05-01 09:31:12.337401,214.12,280
CVX,2019-05-01 09:31:12.585509,118.9425,100
AAPL,2019-05-01 09:31:12.663870,214.1481,40
AAPL,2019-05-01 09:31:12.786286,214.1894,30
CVX,2019-05-01 09:31:13.203637,118.88,50
AAPL,2019-05-01 09:31:13.249387,214.1701,30
BAC,2019-05-01 09:31:13.309036,30.335,50
BAC,2019-05-01 09:31:13.688929,30.3541,20
AAPL,2019-05-01 09:31:14.028311,214.1301,40
BAC,2019-05-01 09:31:14.073240,30.36,20
BAC,2019-05-01 09:31:14.074735,30.385,50
AAPL,2019-05-01 09:31:14.080415,214.2,40
CVX,2019-05-01 09:31:14.093429,118.9,310
AAPL,2019-05-01 09:31:14.183961,214.21,80
BAC,2019-05-01 09:31:14.192311,30.38,20
CVX,2019-05-01 09:31:14.233057,118.95,40
BAC,2019-05-01 09:31:14.441637,30.37,40
CVX,2019-05-01 09:31:15.077677,118.97,80
AAPL,2019-05-01 09:31:15.121828,214.2898,30
CVX,2019-05-01 09:31:15.222617,118.97,40
BAC,2019-05-01 09:31:15.261988,30.3709,30
BAC,2019-05-01 09:31:15.298150,30.3977,90
CVX,2019-05-01 09:31:15.353041,118.93,40
CVX,2019-05-01 09:31:15.390146,118.96,50
CVX,2019-05-01 09:31:15.719924,118.96,170
BAC,2019-05-01 09:31:15.766686,30.365,40
AAPL,2019-05-01 09:31:15.840909,214.3731,80
BAC,2019-05-01 09:31:15.841864,30.35,20
CVX,2019-05-01 09:31:16.078273,119.055,100
CVX,2019-05-01 09:31:16.169759,119.1,100
AAPL,2019-05-01 09:31:16.397332,214.3402,50
AAPL,2019-05-01 09:31:16.774639,214.5,80
BAC,2019-05-01 09:31:16.775637,30.35,30
CVX,2019-05-01 09:31:16.862662,119.1,30
CVX,2019-05-01 09:31:16.901314,119.11,120
BAC,2019-05-01 09:31:16.912452,30.34,10
AAPL,2019-05-01 09:31:16.927553,214.67,80
BAC,2019-05-01 09:31:17.054893,30.3464,10
CVX,2019-05-01 09:31:17.130822,119.06,50
AAPL,2019-05-01 09:31:17.380199,214.5343,50
BAC,2019-05-01 09:31:17.549022,30.345,10
CVX,2019-05-01 09:31:17.654666,119.05,120
AAPL,2019-05-01 09:31:17.803087,214.41,110
BAC,2019-05-01 09:31:18.367822,30.35,170
CVX,2019-05-01 09:31:18.457670,118.97,90
CVX,2019-05-01 09:31:18.625767,118.96,570
BAC,2019-05-01 09:31:18.651976,30.355,30
AAPL,2019-05-01 09:31:18.802786,214.47,170
CVX,2019-05-01 09:31:18.808657,119.17,800
AAPL,2019-05-01 09:31:19.216584,214.27,40
CVX,2019-05-01 09:31:19.416318,119.14,80
CVX,2019-05-01 09:31:19.528913,119.19,260
AAPL,2019-05-01 09:31:19.607395,214.2613,30
BAC,2019-05-01 09:31:19.623543,30.335,10
AAPL,2019-05-01 09:31:19.809359,214.22,40
CVX,2019-05-01 09:31:20.448659,119.06,80
BAC,2019-05-01 09:31:20.512107,30.32,30
BAC,2019-05-01 09:31:20.605179,30.32,30
AAPL,2019-05-01 09:31:20.666332,214.25,60
CVX,2019-05-01 09:31:20.677611,119.07,30
BAC,2019-05-01 09:31:20.680827,30.33,70
CVX,2019-05-01 09:31:20.707269,119.06,50
AAPL,2019-05-01 09:31:20.791371,214.295,100
AAPL,2019-05-01 09:31:20.951010,214.08,40
BAC,2019-05-01 09:31:21.232956,30.33,60
CVX,2019-05-01 09:31:21.344952,119.08,20
AAPL,2019-05-01 09:31:21.365855,214.06,50
CVX,2019-05-01 09:31:21.513626,119.07,90
AAPL,2019-05-01 09:31:21.542176,213.96,40
CVX,2019-05-01 09:31:21.908582,119.06,30
BAC,2019-05-01 09:31:22.179356,30.365,160
AAPL,2019-05-01 09:31:22.331408,213.97,80
BAC,2019-05-01 09:31:22.337575,30.31,80
CVX,2019-05-01 09:31:22.680994,119.06,360
BAC,2019-05-01 09:31:22.925695,30.295,20
AAPL,2019-05-01 09:31:23.056262,214.12,80
AAPL,2019-05-01 09:31:23.255309,214.095,90
CVX,2019-05-01 09:31:23.389404,119.03200000000001,70
BAC,2019-05-01 09:31:23.871859,30.3,80
AAPL,2019-05-01 09:31:24.221808,213.81,60
CVX,2019-05-01 09:31:24.269393,119.08,300
BAC,2019-05-01 09:31:24.278756,30.29,100
CVX,2019-05-01 09:31:24.610548,119.01,50
CVX,2019-05-01 09:31:25.056493,119.01,70
AAPL,2019-05-01 09:31:25.064871,214.01,60
BAC,2019-05-01 09:31:25.211576,30.305,20
